time(UTC),Year,Month,Day,Hour(UTC),Hour Taxila,G(h),Gd(h),T2m,RH,Gb(n),IR(h),WS10m,WD10m,SP,,,,,,
20090306:2300,2009,03,06,23,4,0,0,11.35,86.1,0,344.85,2.21,335,94000,,,,,,
20090307:0000,2009,03,07,00,5,0,0,11.18,80.1,0,347.2,2.76,13,94030,,,,,,
20090307:0100,2009,03,07,01,6,0,0,10.83,86.05,0,343.8,3.52,29,94060,,,,,,
20090307:0200,2009,03,07,02,7,113.95,49.25,10.66,86.05,712.93,326.1,3.59,33,94070,,,,,,
20090307:0300,2009,03,07,03,8,335.5,85.85,11.84,77.3,840.44,308.1,3.17,34,94110,,,,,,
20090307:0400,2009,03,07,04,9,536.85,98.3,14.27,62.55,914.37,290.65,3.45,40,94180,,,,,,
20090307:0500,2009,03,07,05,10,700.45,104.05,16.05,54.45,952.67,296.1,2.48,47,94250,,,,,,
20090307:0600,2009,03,07,06,11,801.85,108.1,17.32,50.85,955.2,300.95,0.97,42,94300,,,,,,
20090307:0700,2009,03,07,07,12,833.15,110.4,20.22,41.45,934.3,308.85,1.38,1,94240,,,,,,
20090307:0800,2009,03,07,08,13,782.8,104.3,20.78,41.55,887.32,310.6,1.52,323,94230,,,,,,
20090307:0900,2009,03,07,09,14,663.2,98.1,21.03,41.55,807.1,312.35,1.79,315,94150,,,,,,
20090307:1000,2009,03,07,10,15,492.9,92.1,21.11,40.2,685.76,310.8,1.86,316,94130,,,,,,
20090307:1100,2009,03,07,11,16,286.15,75.4,20.88,41.55,495.35,311,2,326,94100,,,,,,
20090307:1200,2009,03,07,12,17,87.35,33.9,20.18,44.6,228.45,309.45,1.86,324,94090,,,,,,
20090307:1300,2009,03,07,13,18,0.35,0.35,18.4,53,0,305.55,2.07,320,94090,,,,,,
20090307:1400,2009,03,07,14,19,0,0,16.19,62.95,0,299.2,2.07,330,94110,,,,,,
20090307:1500,2009,03,07,15,20,0,0,14.42,69.75,0,295.3,2.07,348,94140,,,,,,
20090307:1600,2009,03,07,16,21,0,0,13.15,72.1,0,293.2,2.14,2,94170,,,,,,
20090307:1700,2009,03,07,17,22,0,0,12.14,74.6,0,290.3,2.34,11,94160,,,,,,
20090307:1800,2009,03,07,18,23,0,0,11.36,77.2,0,288.75,2.48,14,94160,,,,,,
20090307:1900,2009,03,07,19,0,0,0,10.97,77.2,0,284.65,2.34,17,94110,,,,,,
20090307:2000,2009,03,07,20,1,0,0,10.58,80.05,0,284.65,2.41,14,94060,,,,,,
20090307:2100,2009,03,07,21,2,0,0,10.27,79.95,0,286.2,2.41,12,94000,,,,,,
20090307:2200,2009,03,07,22,3,0,0,10,77.1,0,289.1,2.34,11,93930,,,,,,
20090307:2300,2009,03,07,23,4,0,0,9.83,77,0,291.85,2.34,9,93890,,,,,,
20090308:0000,2009,03,08,00,5,0,0,9.85,77,0,297.45,2.41,8,93860,,,,,,
20090308:0100,2009,03,08,01,6,0,0,9.85,74.2,0,300.85,2.41,10,93860,,,,,,
20090308:0200,2009,03,08,02,7,109.65,93.8,9.97,74.3,166.06,304.2,2.28,10,93870,,,,,,
20090308:0300,2009,03,08,03,8,244.45,189.3,12.02,71.95,182.74,308.3,1.79,3,93920,,,,,,
20090308:0400,2009,03,08,04,9,422.4,243.45,15.44,60.5,369.45,312.75,1.72,340,93960,,,,,,
20090308:0500,2009,03,08,05,10,524.05,315.65,17.69,47.4,330.43,322.05,2.21,321,93970,,,,,,
20090308:0600,2009,03,08,06,11,632.05,337.45,18.71,44.2,403.11,326.85,2.55,312,93990,,,,,,
20090308:0700,2009,03,08,07,12,708.8,290.05,19.94,42.85,538.29,322.4,2.55,309,94000,,,,,,
20090308:0800,2009,03,08,08,13,704.55,197.15,20.69,41.55,660.01,318.15,2.83,305,93960,,,,,,
20090308:0900,2009,03,08,09,14,635.85,131.5,21.11,40.2,716.38,313.5,2.69,303,93910,,,,,,
20090308:1000,2009,03,08,10,15,503.85,93.35,21.21,40.2,698.05,311.95,2.41,305,93850,,,,,,
20090308:1100,2009,03,08,11,16,286.8,79.1,21.06,38.75,484.36,307.5,1.59,323,93840,,,,,,
20090308:1200,2009,03,08,12,17,81.85,36.8,20.36,44.6,190,305.4,1.31,16,93840,,,,,,
20090308:1300,2009,03,08,13,18,0.45,0.45,18.84,53,0,307.7,1.79,35,93870,,,,,,
20090308:1400,2009,03,08,14,19,0,0,16.4,60.75,0,308.3,2.62,57,93920,,,,,,
20090308:1500,2009,03,08,15,20,0,0,14.54,62.65,0,300.15,2.76,66,93990,,,,,,
20090308:1600,2009,03,08,16,21,0,0,13.38,69.55,0,299.55,2.69,66,94050,,,,,,
20090308:1700,2009,03,08,17,22,0,0,12.35,71.95,0,292.05,2.69,64,94110,,,,,,
20090308:1800,2009,03,08,18,23,0,0,11.57,71.85,0,290.5,2.62,57,94140,,,,,,
20090308:1900,2009,03,08,19,0,0,0,11.38,74.45,0,293.6,2.55,72,94140,,,,,,
20090308:2000,2009,03,08,20,1,0,0,10.96,69.15,0,286.2,2.76,68,94140,,,,,,
20090308:2100,2009,03,08,21,2,0,0,10.75,69.1,0,287.75,2.76,62,94110,,,,,,
20090308:2200,2009,03,08,22,3,0,0,10.45,66.55,0,283.3,2.9,55,94100,,,,,,
20090308:2300,2009,03,08,23,4,0,0,10.05,69,0,283.1,2.97,48,94110,,,,,,
20090309:0000,2009,03,09,00,5,0,0,9.61,68.9,0,281.2,2.97,47,94150,,,,,,
20090309:0100,2009,03,09,01,6,0,0,9.25,71.4,0,281.1,2.9,51,94200,,,,,,
20090309:0200,2009,03,09,02,7,162.95,55.1,9.18,71.4,1076.6,280.6,2.69,53,94280,,,,,,
20090309:0300,2009,03,09,03,8,377.6,80.7,11.73,74.55,968.43,283.9,1.79,53,94360,,,,,,
20090309:0400,2009,03,09,04,9,571.4,91.95,16.87,56.6,980.23,289.9,0.97,46,94470,,,,,,
20090309:0500,2009,03,09,05,10,717.25,108.4,19.42,45.95,958.27,299.75,0.34,51,94550,,,,,,
20090309:0600,2009,03,09,06,11,793.05,128.85,20.29,43,903.26,308.3,1.03,112,94570,,,,,,
20090309:0700,2009,03,09,07,12,787.85,160.3,21.12,41.7,802.25,315.45,2.41,113,94610,,,,,,
20090309:0800,2009,03,09,08,13,726.25,180.95,21.02,41.55,705.56,324.15,1.59,143,94530,,,,,,
20090309:0900,2009,03,09,09,14,546.05,226.25,20.82,41.55,451.79,333.05,0.69,228,94460,,,,,,
20090309:1000,2009,03,09,10,15,398.45,184.2,19.92,46.1,362.13,343.7,1.52,23,94410,,,,,,
20090309:1100,2009,03,09,11,16,196.7,124.3,19.56,47.8,167.54,334.2,3.24,46,94400,,,,,,
20090309:1200,2009,03,09,12,17,56.65,34.85,18.85,53,90.75,331.9,2.62,54,94380,,,,,,
20090309:1300,2009,03,09,13,18,0.5,0.5,17.5,56.75,0,328.6,2.41,61,94400,,,,,,
20090309:1400,2009,03,09,14,19,0,0,15.87,60.65,0,315.45,2.55,60,94420,,,,,,
20090309:1500,2009,03,09,15,20,0,0,14.18,64.85,0,296.3,2.62,58,94460,,,,,,
20090309:1600,2009,03,09,16,21,0,0,12.89,72.05,0,293.4,2.62,52,94500,,,,,,
20090309:1700,2009,03,09,17,22,0,0,11.97,71.95,0,293.2,2.69,47,94520,,,,,,
20090309:1800,2009,03,09,18,23,0,0,11.12,74.45,0,286.2,2.62,45,94510,,,,,,
20090309:1900,2009,03,09,19,0,0,0,10.49,80.05,0,285.05,2.21,46,94490,,,,,,
20090309:2000,2009,03,09,20,1,0,0,9.96,82.95,0,283.1,2.34,39,94460,,,,,,
20090309:2100,2009,03,09,21,2,0,0,9.55,82.9,0,281.6,2.41,30,94460,,,,,,
20090309:2200,2009,03,09,22,3,0,0,9.25,82.85,0,280.05,2.41,25,94430,,,,,,
20090309:2300,2009,03,09,23,4,0,0,8.91,82.75,0,277.3,2.41,22,94440,,,,,,
20090310:0000,2009,03,10,00,5,0,0,8.61,79.75,0,275.95,2.41,20,94460,,,,,,
20090310:0100,2009,03,10,01,6,0,0,8.28,79.7,0,273.35,2.41,22,94510,,,,,,
20090310:0200,2009,03,10,02,7,173.95,54.65,7.99,79.7,1136.87,270.75,2.14,20,94530,,,,,,
20090310:0300,2009,03,10,03,8,392.55,81.2,11.31,80.1,999.93,271.9,1.38,0,94580,,,,,,
20090310:0400,2009,03,10,04,9,591.2,96.35,16.35,50.6,1001.96,277.7,1.86,329,94650,,,,,,
20090310:0500,2009,03,10,05,10,743.4,106.4,18.06,42.6,995.28,284.3,2.62,318,94690,,,,,,
20090310:0600,2009,03,10,06,11,833.7,112.05,19.2,41.15,975.41,290.3,3.45,315,94720,,,,,,
20090310:0700,2009,03,10,07,12,856.15,113.2,19.98,39.8,944.59,294.55,3.66,316,94720,,,,,,
20090310:0800,2009,03,10,08,13,810.75,108.65,20.61,37.25,903.7,297.05,3.66,316,94680,,,,,,
20090310:0900,2009,03,10,09,14,691.55,102.35,20.98,37.25,827.94,299,3.66,315,94610,,,,,,
20090310:1000,2009,03,10,10,15,509.1,99.85,21.06,34.7,687.62,299.55,3.45,315,94560,,,,,,
20090310:1100,2009,03,10,11,16,310.8,74.1,20.8,37.25,543.61,299.55,3.17,316,94540,,,,,,
20090310:1200,2009,03,10,12,17,99,37.5,19.96,44.45,252.78,295.5,2.41,310,94550,,,,,,
20090310:1300,2009,03,10,13,18,0.75,0.75,18.16,47.55,0,290.85,2.07,315,94530,,,,,,
20090310:1400,2009,03,10,14,19,0,0,15.72,60.65,0,283.5,2.07,340,94560,,,,,,
20090310:1500,2009,03,10,15,20,0,0,13.87,64.75,0,279.05,2.34,4,94570,,,,,,
20090310:1600,2009,03,10,16,21,0,0,12.35,71.95,0,275.75,2.48,12,94570,,,,,,
20090310:1700,2009,03,10,17,22,0,0,11.22,74.45,0,272.65,2.55,14,94560,,,,,,
20090310:1800,2009,03,10,18,23,0,0,10.45,74.4,0,269.95,2.62,16,94540,,,,,,
20090310:1900,2009,03,10,19,0,0,0,9.91,79.9,0,271.1,2.41,17,94540,,,,,,
20090310:2000,2009,03,10,20,1,0,0,9.6,77,0,269,2.62,19,94520,,,,,,
20090310:2100,2009,03,10,21,2,0,0,9.14,76.95,0,266.65,2.69,24,94490,,,,,,
20090310:2200,2009,03,10,22,3,0,0,8.44,76.85,0,263.4,2.62,24,94440,,,,,,
20090310:2300,2009,03,10,23,4,0,0,7.63,76.8,0,260.65,2.48,24,94420,,,,,,
20090311:0000,2009,03,11,00,5,0,0,6.93,76.7,0,257.95,2.41,23,94410,,,,,,
20090311:0100,2009,03,11,01,6,0,0,6.4,79.5,0,256.15,2.41,23,94410,,,,,,
20090311:0200,2009,03,11,02,7,184.95,56.8,6.18,82.55,1167.91,254.5,2.14,23,94450,,,,,,
20090311:0300,2009,03,11,03,8,408.35,83.1,10.5,80.05,1028.67,256.8,1.1,8,94510,,,,,,
20090311:0400,2009,03,11,04,9,609.4,98.5,16.53,48.9,1024.57,264.55,1.17,319,94600,,,,,,
20090311:0500,2009,03,11,05,10,762.4,107.6,18.89,38.1,1015.7,273.85,1.86,305,94630,,,,,,
20090311:0600,2009,03,11,06,11,853.15,115,20.34,35.75,991.7,281.75,2.21,304,94660,,,,,,
20090311:0700,2009,03,11,07,12,872.2,116.85,21.27,34.7,955.17,287.75,2.48,303,94620,,,,,,
20090311:0800,2009,03,11,08,13,821.4,111.4,22.06,35,909.17,294.15,2.62,301,94560,,,,,,
20090311:0900,2009,03,11,09,14,703.05,103.55,22.46,35,838,298.6,2.69,298,94490,,,,,,
20090311:1000,2009,03,11,10,15,528.3,92.5,22.51,36.3,727.96,301.5,2.76,297,94450,,,,,,
20090311:1100,2009,03,11,11,16,314.05,77.1,22.09,37.65,540.15,302.3,2.69,300,94430,,,,,,
20090311:1200,2009,03,11,12,17,99.3,41.45,21.07,43.25,234.83,301.1,1.79,304,94410,,,,,,
20090311:1300,2009,03,11,13,18,0.95,0.95,19.21,53.15,0,297.05,1.93,317,94380,,,,,,
20090311:1400,2009,03,11,14,19,0,0,16.73,63.05,0,293.2,2,345,94390,,,,,,
20090311:1500,2009,03,11,15,20,0,0,14.94,69.85,0,295.9,2.21,8,94430,,,,,,
20090311:1600,2009,03,11,16,21,0,0,13.56,72.2,0,294.15,2.28,17,94440,,,,,,
20090311:1700,2009,03,11,17,22,0,0,12.62,77.45,0,299.75,2.21,21,94440,,,,,,
20090311:1800,2009,03,11,18,23,0,0,11.74,80.15,0,293.55,2.21,23,94410,,,,,,
20090311:1900,2009,03,11,19,0,0,0,11.14,80.1,0,288.95,2.07,24,94390,,,,,,
20090311:2000,2009,03,11,20,1,0,0,10.58,80.05,0,285.65,2.14,21,94330,,,,,,
20090311:2100,2009,03,11,21,2,0,0,10.1,82.95,0,282.15,2.21,21,94290,,,,,,
20090311:2200,2009,03,11,22,3,0,0,9.65,82.9,0,281.95,2.21,20,94220,,,,,,
20090311:2300,2009,03,11,23,4,0,0,9.13,82.85,0,273.45,2.28,19,94170,,,,,,
20090312:0000,2009,03,12,00,5,0,0,8.67,82.75,0,271.9,2.34,20,94140,,,,,,
20090312:0100,2009,03,12,01,6,0,0,8.19,82.7,0,270.05,2.34,20,94120,,,,,,
20090312:0200,2009,03,12,02,7,187,56.9,8.07,82.7,1135.84,267.65,2.14,19,94140,,,,,,
20090312:0300,2009,03,12,03,8,409.35,83,12.24,77.35,1016.63,269.75,1.24,8,94170,,,,,,
20090312:0400,2009,03,12,04,9,610.45,97.95,18.25,47.55,1018.05,276.35,1.31,323,94230,,,,,,
20090312:0500,2009,03,12,05,10,762.85,108,20.45,41.45,1008.51,284.5,1.79,304,94250,,,,,,
20090312:0600,2009,03,12,06,11,854.1,113.3,21.98,37.5,989.33,292.2,2.28,302,94260,,,,,,
20090312:0700,2009,03,12,07,12,873.55,114.3,23.03,35.1,954.99,297.05,2.62,303,94220,,,,,,
20090312:0800,2009,03,12,08,13,821.65,111.45,23.74,34.1,904.81,302.5,2.97,301,94180,,,,,,
20090312:0900,2009,03,12,09,14,703.45,104.55,24.03,34.1,832.83,306.55,2.9,303,94090,,,,,,
20090312:1000,2009,03,12,10,15,529.45,92.95,24.06,34.1,724.94,308.3,2.69,303,94020,,,,,,
20090312:1100,2009,03,12,11,16,317.5,74.45,23.71,35.4,550.01,309.25,2.34,302,94000,,,,,,
20090312:1200,2009,03,12,12,17,103.35,39.05,22.72,43.65,257.85,307.7,1.52,298,93980,,,,,,
20090312:1300,2009,03,12,13,18,1,1,20.94,53.5,0,303.85,1.52,310,94010,,,,,,
20090312:1400,2009,03,12,14,19,0,0,17.75,70.35,0,297.05,1.52,350,94070,,,,,,
20090312:1500,2009,03,12,15,20,0,0,15.85,72.55,0,294.95,2,25,94110,,,,,,
20090312:1600,2009,03,12,16,21,0,0,14.48,72.4,0,293.2,2.34,43,94130,,,,,,
20090312:1700,2009,03,12,17,22,0,0,13.27,77.5,0,291.65,2.34,53,94130,,,,,,
20090312:1800,2009,03,12,18,23,0,0,12.35,80.2,0,290.1,2.28,56,94130,,,,,,
20090312:1900,2009,03,12,19,0,0,0,11.65,83.1,0,291.25,2.28,52,94130,,,,,,
20090312:2000,2009,03,12,20,1,0,0,11.19,83.05,0,289.7,2.28,51,94110,,,,,,
20090312:2100,2009,03,12,21,2,0,0,10.9,86.05,0,288.55,2.34,51,94080,,,,,,
20090312:2200,2009,03,12,22,3,0,0,10.58,83,0,286.8,2.41,50,94050,,,,,,
20090312:2300,2009,03,12,23,4,0,0,10.2,82.95,0,285.25,2.41,47,94020,,,,,,
20090313:0000,2009,03,13,00,5,0,0,9.8,85.95,0,283.9,2.34,41,94030,,,,,,
20090313:0100,2009,03,13,01,6,0,0,9.5,82.9,0,282.45,2.34,33,94090,,,,,,
20090313:0200,2009,03,13,02,7,186.6,59,9.61,82.9,1068.86,281.4,2.28,30,94140,,,,,,
20090313:0300,2009,03,13,03,8,400.65,85.8,13.73,77.6,966.25,284.1,1.24,29,94210,,,,,,
20090313:0400,2009,03,13,04,9,604,97.2,19.88,55.2,997.28,293.95,0.62,350,94290,,,,,,
20090313:0500,2009,03,13,05,10,752.1,111.5,22.09,41.95,979.58,299.75,0.97,299,94330,,,,,,
20090313:0600,2009,03,13,06,11,841.3,113.4,23.36,40.75,966.37,307.9,1.45,287,94380,,,,,,
20090313:0700,2009,03,13,07,12,860.25,115,24.53,38.15,932.44,316.2,1.59,293,94360,,,,,,
20090313:0800,2009,03,13,08,13,808.5,112,25.11,35.8,882.91,321.05,1.66,287,94320,,,,,,
20090313:0900,2009,03,13,09,14,691.15,105.4,25.44,35.8,810.4,325.3,1.66,285,94290,,,,,,
20090313:1000,2009,03,13,10,15,518.5,94.55,25.48,35.8,700.12,327.05,1.24,293,94270,,,,,,
20090313:1100,2009,03,13,11,16,309.6,76.15,25.26,35.8,524.51,327.45,0.9,294,94310,,,,,,
20090313:1200,2009,03,13,12,17,101.8,39.75,24.45,42.5,245.87,326.65,0.55,294,94310,,,,,,
20090313:1300,2009,03,13,13,18,1.3,1.2,22.76,54,2.47,321.45,0.69,23,94370,,,,,,
20090313:1400,2009,03,13,14,19,0,0,19.9,65.85,0,316.2,2,52,94420,,,,,,
20090313:1500,2009,03,13,15,20,0,0,17.8,67.95,0,311.95,2.48,58,94490,,,,,,
20090313:1600,2009,03,13,16,21,0,0,16.37,72.65,0,310.6,2.62,62,94530,,,,,,
20090313:1700,2009,03,13,17,22,0,0,15.39,75.1,0,306.55,2.69,65,94590,,,,,,
20090313:1800,2009,03,13,18,23,0,0,14.58,75,0,307.3,2.69,66,94620,,,,,,
20090313:1900,2009,03,13,19,0,0,0,14.14,77.65,0,304.05,2.62,67,94590,,,,,,
20090313:2000,2009,03,13,20,1,0,0,13.44,80.35,0,302.3,2.62,63,94570,,,,,,
20090313:2100,2009,03,13,21,2,0,0,12.75,83.25,0,301.5,2.62,58,94560,,,,,,
20090313:2200,2009,03,13,22,3,0,0,12.16,83.15,0,301.7,2.62,54,94520,,,,,,
20090313:2300,2009,03,13,23,4,0,0,11.59,83.1,0,299.95,2.55,51,94500,,,,,,
20090314:0000,2009,03,14,00,5,0,0,11.13,83.05,0,298.4,2.55,48,94500,,,,,,
20090314:0100,2009,03,14,01,6,0,0,10.76,83,0,296.2,2.48,45,94540,,,,,,
20090314:0200,2009,03,14,02,7,186.15,61.2,10.93,83,1005.72,293.95,2.28,42,94570,,,,,,
20090314:0300,2009,03,14,03,8,405.55,84.4,14.71,83.45,971.14,295.1,1.24,35,94650,,,,,,
20090314:0400,2009,03,14,04,9,601.45,99.45,21.37,53.6,978.66,302.1,0.76,353,94700,,,,,,
20090314:0500,2009,03,14,05,10,751.4,107.5,23.21,40.75,977.72,311.95,1.17,311,94710,,,,,,
20090314:0600,2009,03,14,06,11,837.5,114,24.29,36.8,954.93,318.55,1.52,305,94700,,,,,,
20090314:0700,2009,03,14,07,12,863.85,109.65,24.88,35.65,938.73,325.9,1.52,297,94630,,,,,,
20090314:0800,2009,03,14,08,13,797.6,132.25,25.37,34.5,839.26,328.4,1.86,302,94570,,,,,,
20090314:0900,2009,03,14,09,14,692.4,103.65,25.55,34.5,810.46,330.55,2.34,303,94480,,,,,,
20090314:1000,2009,03,14,10,15,517,96.75,25.37,34.5,690.16,330.55,2.55,305,94400,,,,,,
20090314:1100,2009,03,14,11,16,297.55,86.4,24.96,36.95,471.07,333.05,2.55,318,94370,,,,,,
20090314:1200,2009,03,14,12,17,102.45,41.2,23.87,43.9,239.88,326.1,1.86,324,94340,,,,,,
20090314:1300,2009,03,14,13,18,1.5,1.35,22.21,52,3.46,321.65,1.66,327,94330,,,,,,
20090314:1400,2009,03,14,14,19,0,0,19.37,70.55,0,313.1,1.52,350,94350,,,,,,
20090314:1500,2009,03,14,15,20,0,0,17.49,70.3,0,307.5,2.07,20,94370,,,,,,
20090314:1600,2009,03,14,16,21,0,0,15.96,72.55,0,304.4,2.34,35,94410,,,,,,
20090314:1700,2009,03,14,17,22,0,0,14.58,75,0,300.75,2.41,42,94410,,,,,,
20090314:1800,2009,03,14,18,23,0,0,13.5,74.85,0,298.2,2.41,43,94390,,,,,,
20090314:1900,2009,03,14,19,0,0,0,12.99,77.5,0,298.2,2.34,43,94310,,,,,,
20090314:2000,2009,03,14,20,1,0,0,12.32,80.2,0,295.3,2.41,44,94260,,,,,,
20090314:2100,2009,03,14,21,2,0,0,11.66,80.15,0,292.05,2.41,46,94250,,,,,,
20090314:2200,2009,03,14,22,3,0,0,11.06,77.2,0,288.95,2.41,44,94180,,,,,,
20090314:2300,2009,03,14,23,4,0,0,10.58,77.15,0,285.65,2.48,40,94160,,,,,,
20090315:0000,2009,03,15,00,5,0,0,10.12,77.1,0,282.95,2.55,37,94150,,,,,,
20090315:0100,2009,03,15,01,6,0,0,9.65,74.2,0,280.15,2.55,35,94200,,,,,,
20090315:0200,2009,03,15,02,7,196.65,59.3,9.63,74.2,1063.77,277.7,2.28,33,94230,,,,,,
20090315:0300,2009,03,15,03,8,417.1,84.8,13.57,74.85,990.32,278.65,1.31,24,94280,,,,,,
20090315:0400,2009,03,15,04,9,615.8,99.95,20.29,43,996.41,285.85,0.97,346,94330,,,,,,
20090315:0500,2009,03,15,05,10,766.9,109.35,22.53,31.3,991.52,294.35,1.38,315,94340,,,,,,
20090315:0600,2009,03,15,06,11,852.95,114.05,23.74,29.45,969.63,301.5,1.72,308,94350,,,,,,
20090315:0700,2009,03,15,07,12,872.3,114.7,24.6,27.6,938.13,309.65,1.72,309,94300,,,,,,
20090315:0800,2009,03,15,08,13,819.15,112,25.23,27.7,887.65,314.3,2,307,94270,,,,,,
20090315:0900,2009,03,15,09,14,700.7,107.35,25.52,27.7,812.77,317.4,2.14,310,94170,,,,,,
20090315:1000,2009,03,15,10,15,528.65,95.05,25.59,26.85,708.19,319.5,2.07,311,94120,,,,,,
20090315:1100,2009,03,15,11,16,313.8,85,25.25,28.75,506.92,319.1,1.86,306,94070,,,,,,
20090315:1200,2009,03,15,12,17,103.35,47.95,24.25,36.8,214.49,318.35,1.31,296,94070,,,,,,
20090315:1300,2009,03,15,13,18,1.7,1.6,22.52,46.75,2.16,316.6,1.45,310,94050,,,,,,
20090315:1400,2009,03,15,14,19,0,0,19.44,65.75,0,313.1,1.66,346,94080,,,,,,
20090315:1500,2009,03,15,15,20,0,0,17.68,63.3,0,314.5,2.14,14,94090,,,,,,
20090315:1600,2009,03,15,16,21,0,0,16.1,65.25,0,310.8,2.28,24,94130,,,,,,
20090315:1700,2009,03,15,17,22,0,0,14.88,69.85,0,303.85,2.41,32,94150,,,,,,
20090315:1800,2009,03,15,18,23,0,0,13.83,69.65,0,299,2.55,40,94140,,,,,,
20090315:1900,2009,03,15,19,0,0,0,13.01,74.75,0,297.65,2.41,54,94100,,,,,,
20090315:2000,2009,03,15,20,1,0,0,12.29,77.35,0,295.9,2.41,54,94070,,,,,,
20090315:2100,2009,03,15,21,2,0,0,11.83,80.15,0,300.55,2.34,55,94050,,,,,,
20090315:2200,2009,03,15,22,3,0,0,11.72,77.3,0,307.7,2.28,56,94010,,,,,,
20090315:2300,2009,03,15,23,4,0,0,11.92,74.55,0,312.95,2.28,58,93980,,,,,,
20090316:0000,2009,03,16,00,5,0,0,12.16,71.95,0,310.6,2.41,60,93990,,,,,,
20090316:0100,2009,03,16,01,6,0,0,12.3,69.35,0,314,2.55,62,94010,,,,,,
20090316:0200,2009,03,16,02,7,162.45,99.7,12.37,71.95,468.25,313.7,2.41,66,94050,,,,,,
20090316:0300,2009,03,16,03,8,382.95,131.8,15.03,75.1,737.8,313.7,1.31,73,94130,,,,,,
20090316:0400,2009,03,16,04,9,556.25,147.05,21.3,44.85,783.22,312.55,0.83,109,94160,,,,,,
20090316:0500,2009,03,16,05,10,517.1,274,23.2,35.25,364.05,320.5,0.9,149,94200,,,,,,
20090316:0600,2009,03,16,06,11,787.3,191.9,23.47,36.55,776.87,342.95,1.66,213,94250,,,,,,
20090316:0700,2009,03,16,07,12,764.15,260.35,24.99,33.15,620.69,338.65,1.52,160,94210,,,,,,
20090316:0800,2009,03,16,08,13,659.9,282.75,25.45,32.1,471.15,349.3,1.59,182,94160,,,,,,
20090316:0900,2009,03,16,09,14,531.2,235.45,24.65,34.4,403.15,360.95,1.66,276,94160,,,,,,
20090316:1000,2009,03,16,10,15,388.75,170.7,22.36,45.1,354.23,357.25,3.66,343,94190,,,,,,
20090316:1100,2009,03,16,11,16,116.75,91.9,20.76,51.65,54.68,351.05,3.59,354,94150,,,,,,
20090316:1200,2009,03,16,12,17,43.9,42.1,19.51,59.15,6.89,364,2.62,339,94190,,,,,,
20090316:1300,2009,03,16,13,18,0.6,0.6,17.73,67.95,0,350.1,2.41,337,94220,,,,,,
20090316:1400,2009,03,16,14,19,0,0,16.61,72.7,0,354.35,2.55,329,94310,,,,,,
20090316:1500,2009,03,16,15,20,0,0,15.93,77.85,0,354.15,2.69,1,94350,,,,,,
20090316:1600,2009,03,16,16,21,0,0,16.05,70.1,0,343.7,3.45,23,94330,,,,,,
20090316:1700,2009,03,16,17,22,0,0,16.13,65.25,0,336.35,3.38,25,94320,,,,,,
20090316:1800,2009,03,16,18,23,0,0,15.67,65.15,0,335.95,2.9,11,94330,,,,,,
20090316:1900,2009,03,16,19,0,0,0,14.76,80.55,0,322.6,2.41,25,94230,,,,,,
20090316:2000,2009,03,16,20,1,0,0,14.68,75,0,318.95,2.76,27,94200,,,,,,
20090316:2100,2009,03,16,21,2,0,0,14.46,72.3,0,315.25,2.83,22,94170,,,,,,
20090316:2200,2009,03,16,22,3,0,0,14,67.25,0,312.75,2.9,21,94130,,,,,,
20090316:2300,2009,03,16,23,4,0,0,13.71,64.75,0,308.5,3.17,26,94100,,,,,,
20090317:0000,2009,03,17,00,5,0,0,13.37,64.65,0,305.2,3.24,25,94100,,,,,,
20090317:0100,2009,03,17,01,6,0,0,12.86,66.95,0,299.3,3.03,24,94140,,,,,,
20090317:0200,2009,03,17,02,7,198.05,60,12.67,66.95,993.78,297.05,2.69,21,94180,,,,,,
20090317:0300,2009,03,17,03,8,411.4,85.3,15.47,62.75,944.5,299.2,2.07,13,94230,,,,,,
20090317:0400,2009,03,17,04,9,603.8,100.05,19.17,51.25,955.52,305.55,1.72,346,94290,,,,,,
20090317:0500,2009,03,17,05,10,752.45,107.3,21.42,44.85,959.59,314.1,2,321,94320,,,,,,
20090317:0600,2009,03,17,06,11,835.7,114.35,22.9,40.6,935.92,322.2,2.28,309,94350,,,,,,
20090317:0700,2009,03,17,07,12,852.9,114.85,24.7,34.4,904.75,332.5,1.45,310,94300,,,,,,
20090317:0800,2009,03,17,08,13,780.8,138.35,25.23,33.3,798.79,339.65,1.52,309,94260,,,,,,
20090317:0900,2009,03,17,09,14,613.25,134.2,25.5,34.5,649.9,343.3,1.66,328,94210,,,,,,
20090317:1000,2009,03,17,10,15,425.25,157.85,25.18,34.5,432.1,344.65,1.24,39,94160,,,,,,
20090317:1100,2009,03,17,11,16,276.15,103.3,24.63,36.95,377.82,345.85,1.52,110,94110,,,,,,
20090317:1200,2009,03,17,12,17,98.5,48.85,23.37,47,188.01,340.8,2.28,87,94140,,,,,,
20090317:1300,2009,03,17,13,18,2.1,1.95,21.11,55.55,2.9,340,2.9,70,94170,,,,,,
20090317:1400,2009,03,17,14,19,0,0,19.01,63.4,0,335.2,2.69,58,94160,,,,,,
20090317:1500,2009,03,17,15,20,0,0,17.65,65.55,0,332.1,2.34,43,94190,,,,,,
20090317:1600,2009,03,17,16,21,0,0,16.38,70.1,0,321.45,2.34,30,94220,,,,,,
20090317:1700,2009,03,17,17,22,0,0,15.53,72.55,0,320.65,2.55,21,94250,,,,,,
